sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos;nm_mun_clean;geocodigo
SE;ITABAIANA;Prefeito;22;VALMIR DOS SANTOS COSTA;PL;SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PL;Eleito;11;NORDESTE;35897;ITABAIANA;2802908.0
MG;BRÁS PIRES;Prefeito;33;VALMIR DE OLIVEIRA MAGALHAES;MOBILIZA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MOBILIZA;Não eleito;11;SUDESTE;808;BRÁS PIRES;3108701.0
MA;CAMPESTRE DO MARANHÃO;Prefeito;15;VALMIR DE MORAIS LIMA;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO;Não eleito;11;NORDESTE;3774;CAMPESTRE DO MARANHÃO;2102556.0
SC;PASSO DE TORRES;Prefeito;11;VALMIR AUGUSTO RODRIGUES;PP;PP;Eleito;11;SUL;2806;PASSO DE TORRES;4212254.0
PE;TUPANATINGA;Prefeito;55;VALMIR ALVES DOS SANTOS;PSD;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;4722;TUPANATINGA;2615805.0
PI;FRANCISCO AYRES;Prefeito;55;VALKIR NUNES DE OLIVEIRA;PSD;PSD / PMB;Não eleito;11;NORDESTE;2259;FRANCISCO AYRES;2204105.0
BA;JACOBINA;Prefeito;50;VALESSIO SOARES DE BRITO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;454;JACOBINA;2917508.0
RS;AGUDO;Prefeito;15;VALERIO VILI TREBIEN;MDB;MDB;Não eleito;11;SUL;2356;AGUDO;4300109.0
BA;SANTANÓPOLIS;Prefeito;20;VALÉRIO RIBEIRO COÊLHO;PODE;PP / PODE;Não eleito;11;NORDESTE;1707;SANTANÓPOLIS;2928307.0
RS;IPÊ;Prefeito;11;VALÉRIO ERNESTO MARCON;PP;PP;Não eleito;11;SUL;2016;IPÊ;
MG;JABOTICATUBAS;Prefeito;55;VALÉRIO DUARTE LAGE;PSD;PSD / UNIÃO / PP / PDT;Não eleito;11;SUDESTE;3648;JABOTICATUBAS;3134608.0
BA;ITAJU DO COLÔNIA;Prefeito;15;VALÉRIO AGUIAR DOS SANTOS;MDB;MDB / UNIÃO / AVANTE;Não eleito;11;NORDESTE;2749;ITAJU DO COLÔNIA;2915403.0
BA;AIQUARA;Prefeito;11;VALERIA RIBEIRO SANTOS;PP;PP / UNIÃO;Eleito;11;NORDESTE;2244;AIQUARA;2900603.0
SP;JACI;Prefeito;10;VALÉRIA PERPÉTUO GUIMARÃES HENRIQUE;REPUBLICANOS;REPUBLICANOS / PL / SOLIDARIEDADE;Eleito;11;SUDESTE;2382;JACI;3524501.0
MG;ALAGOA;Prefeito;43;VALÉRIA MENDES DE BARROS;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;922;ALAGOA;3101300.0
BA;MAIQUINIQUE;Prefeito;43;VALERIA FERREIRA SILVEIRA MOREIRA;PV;PP / PODE / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;3265;MAIQUINIQUE;2920007.0
GO;DIORAMA;Prefeito;15;VALÉRIA FERREIRA DOS SANTOS;MDB;PSD / MDB;Não eleito;11;CENTRO-OESTE;782;DIORAMA;5207105.0
RS;IGREJINHA;Prefeito;13;VALERIA FERREIRA DAS NEVES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;394;IGREJINHA;4310108.0
MG;DELTA;Prefeito;33;VALÉRIA CRISTINA SILVA REIS;MOBILIZA;MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Não eleito;11;SUDESTE;2080;DELTA;3121258.0
MA;ARAIOSES;Prefeito;40;VALÉRIA CRISTINA PIMENTEL LEAL;PSB;PSB / UNIÃO;Não eleito;11;NORDESTE;8864;ARAIOSES;2100907.0
MG;PONTE NOVA;Prefeito;11;VALERIA CRISTINA ALVARENGA DOS SANTOS;PP;PP / REPUBLICANOS / UNIÃO / MOBILIZA / PODE;Não eleito;11;SUDESTE;2149;PONTE NOVA;3152105.0
RO;PIMENTEIRAS DO OESTE;Prefeito;44;VALERIA APARECIDA MARCELINO GARCIA;UNIÃO;UNIÃO / MDB;Eleito;11;NORTE;1358;PIMENTEIRAS DO OESTE;1101468.0
PR;PIRAÍ DO SUL;Prefeito;55;VALENTIM ZANELLO MILLEO;PSD;MDB / PSB / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;2560;PIRAÍ DO SUL;4119400.0
PA;SALVATERRA;Prefeito;15;VALENTIM LUCAS DE OLIVEIRA;MDB;MDB / PP / UNIÃO;Eleito;11;NORTE;8842;SALVATERRA;1506302.0
RS;TIO HUGO;Prefeito;12;VALDUZE BACK VOLLMER;PDT;PDT / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;1268;TIO HUGO;4321469.0
GO;FIRMINÓPOLIS;Prefeito;22;VALDSON RIBEIRO DE SOUZA;PL;PL;Não eleito;11;CENTRO-OESTE;739;FIRMINÓPOLIS;5207808.0
SP;MOGI GUAÇU;Prefeito;77;VALDOMIRO SUTERIO;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;11;SUDESTE;626;MOGI GUAÇU;3530706.0
MG;VIRGEM DA LAPA;Prefeito;55;VALDOMIRO SILVA COSTA NETO;PSD;PODE / AVANTE / PDT / PSB / PSD;Não eleito;11;SUDESTE;1922;VIRGEM DA LAPA;3171600.0
SP;SÃO JOSÉ DO RIO PRETO;Prefeito;40;VALDOMIRO LOPES DA SILVA JUNIOR;PSB;PDT / PSB;Não eleito;11;SUDESTE;48012;SÃO JOSÉ DO RIO PRETO;3549805.0
GO;CEZARINA;Prefeito;22;VALDOMIRO GONÇALVES DA SILVA;PL;PL / PODE / AVANTE / PSD;Não eleito;11;CENTRO-OESTE;2094;CEZARINA;5205455.0
RS;CAPÃO DA CANOA;Prefeito;10;VALDOMIRO DE MATOS NOVASKI;REPUBLICANOS;REPUBLICANOS / PL / PP;Eleito;11;SUL;17350;CAPÃO DA CANOA;4304630.0
GO;ITAPURANGA;Prefeito;11;VALDOMIRO ALBINO MARÇAL MOTA;PP;PP / PODE / PL / PSD;Não eleito;11;CENTRO-OESTE;5679;ITAPURANGA;5211206.0
SC;SÃO JOSÉ DO CERRITO;Prefeito;13;VALDOIR DE OLIVEIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;105;SÃO JOSÉ DO CERRITO;4216800.0
PA;CACHOEIRA DO ARARI;Prefeito;25;VALDO ROBSON CARDOSO DE BRITO;PRD;PODE / SOLIDARIEDADE / PRD;Não eleito;11;NORTE;6024;CACHOEIRA DO ARARI;1502004.0
AP;FERREIRA GOMES;Prefeito;40;VALDO ISACKSSON MONTEIRO;PSB;REPUBLICANOS / PODE / PSB;Não eleito;11;NORTE;2331;FERREIRA GOMES;1600238.0
RJ;RESENDE;Prefeito;13;VALDO DUARTE GOMES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;1410;RESENDE;3304201.0
SP;BERTIOGA;Prefeito;20;VALDIZAR ALBUQUERQUE DA SILVA;PODE;PODE;Não eleito;11;SUDESTE;237;BERTIOGA;3506359.0
TO;SUCUPIRA;Prefeito;10;VALDIVINO MILHOMEM DE MORAES;REPUBLICANOS;REPUBLICANOS / PL;Eleito;11;NORTE;1379;SUCUPIRA;1720853.0
PR;BRAGANEY;Prefeito;55;VALDIR ZIELINSKI;PSD;PSD / REPUBLICANOS / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Eleito;11;SUL;2478;BRAGANEY;4103354.0
SC;IPUMIRIM;Prefeito;11;VALDIR ZANELLA;PP;PP / MDB / PSD;Eleito;11;SUL;3339;IPUMIRIM;4207700.0
SP;SANTA MERCEDES;Prefeito;55;VALDIR VERONA;PSD;PSD / REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Eleito;11;SUDESTE;1301;SANTA MERCEDES;3547106.0
MG;CONFINS;Prefeito;10;VALDIR TEIXEIRA JUNIOR;REPUBLICANOS;REPUBLICANOS / PODE / UNIÃO / AVANTE;Não eleito;11;SUDESTE;2729;CONFINS;3117876.0
PR;MARILENA;Prefeito;44;VALDIR SEVERINO GUEDES;UNIÃO;UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / REPUBLICANOS;Não eleito;11;SUL;1682;MARILENA;4115002.0
SP;PALMEIRA D'OESTE;Prefeito;22;VALDIR SEMENSATI DE MORAES;PL;PP / PL / PRD;Eleito;11;SUDESTE;3509;PALMEIRA D'OESTE;3535200.0
MT;CUIABÁ;Prefeito;15;DOMINGOS KENNEDY GARCIA SALES;MDB;MDB / PDT;Não eleito;11;CENTRO-OESTE;13805;CUIABÁ;
SC;TREZE TÍLIAS;Prefeito;22;VALDIR MILAN;PL;PL / PODE / NOVO;Não eleito;11;SUL;2184;TREZE TÍLIAS;4218509.0
PA;NOVO REPARTIMENTO;Prefeito;55;VALDIR LEMES MACHADO;PSD;REPUBLICANOS / PSD / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Eleito;11;NORTE;24363;NOVO REPARTIMENTO;1505064.0
RS;MACHADINHO;Prefeito;22;VALDIR JUNIOR GARBIN;PL;PL;Não eleito;11;SUL;1812;MACHADINHO;4311700.0
SP;TANABI;Prefeito;22;VALDIR JOSÉ UCHÔA;PL;PL / PSD;Não eleito;11;SUDESTE;1956;TANABI;3553401.0
RS;IVOTI;Prefeito;11;VALDIR JOSÉ LUDWIG;PP;PP;Eleito;11;SUL;7817;IVOTI;4310801.0
SP;FRANCO DA ROCHA;Prefeito;15;VALDIR JOSE DA SILVA;MDB;MDB;Não eleito;11;SUDESTE;4798;FRANCO DA ROCHA;3516408.0
AL;TEOTÔNIO VILELA;Prefeito;15;VALDIR JOAQUIM DA SILVA NETO;MDB;MDB / PDT / PSB;Não eleito;11;NORDESTE;5238;TEOTÔNIO VILELA;2709152.0
SC;LAURO MÜLLER;Prefeito;11;VALDIR FONTANELLA;PP;PP / PDT / PL;Eleito;11;SUL;4454;LAURO MÜLLER;4209607.0
SP;GUARANI D'OESTE;Prefeito;44;VALDIR FLORIAN FRANCISCO;UNIÃO;UNIÃO / PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;711;GUARANI D'OESTE;3518008.0
SP;ENGENHEIRO COELHO;Prefeito;11;VALDIR FERREIRA DOS REIS;PP;PP;Não eleito;11;SUDESTE;245;ENGENHEIRO COELHO;3515152.0
SP;ROSANA;Prefeito;13;VALDIR FERREIRA DE FREITAS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MOBILIZA;Não eleito;11;SUDESTE;0;ROSANA;3544251.0
MG;DORESÓPOLIS;Prefeito;77;VALDIR DA COSTA LOPES;SOLIDARIEDADE;SOLIDARIEDADE;Eleito;11;SUDESTE;1377;DORESÓPOLIS;3123403.0
SC;TIMBÓ GRANDE;Prefeito;45;VALDIR CARDOSO DOS SANTOS;PSDB;MDB / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;1922;TIMBÓ GRANDE;4218251.0
RS;TRAMANDAÍ;Prefeito;22;VALDIR BORGES DA SILVA;PL;PL;Não eleito;11;SUL;1595;TRAMANDAÍ;
PI;SUSSUAPARA;Prefeito;77;VALDIR ALVES DA SILVA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;11;NORDESTE;788;SUSSUAPARA;2210938.0
RO;SANTA LUZIA D'OESTE;Prefeito;70;VALDIR  GONÇALVES DO PRADO;AVANTE;AVANTE;Não eleito;11;NORTE;0;SANTA LUZIA D'OESTE;1100296.0
MG;MURIAÉ;Prefeito;20;VALDINEI LACERDA DA SILVA;PODE;UNIÃO / PODE / PL;Não eleito;11;SUDESTE;20112;MURIAÉ;
MT;CÁCERES;Prefeito;22;FRANCIS MARIS CRUZ;PL;PL / MDB / PRD / PRTB;Não eleito;11;CENTRO-OESTE;13482;CÁCERES;5102504.0
PI;CAMPINAS DO PIAUÍ;Prefeito;15;VALDINEI CARVALHO DE MACÊDO;MDB;MDB;Não eleito;11;NORDESTE;2261;CAMPINAS DO PIAUÍ;
SP;ITAJOBI;Prefeito;55;VALDINEI APARECIDO ROQUE;PSD;PSD / PRD;Não eleito;11;SUDESTE;367;ITAJOBI;3521903.0
MA;SERRANO DO MARANHÃO;Prefeito;22;VALDINE DE CASTRO CUNHA;PL;PL / MDB / PSB;Eleito;11;NORDESTE;6181;SERRANO DO MARANHÃO;2111789.0
PA;MEDICILÂNDIA;Prefeito;22;VALDILENE CARVALHO LAMBERT;PL;PL;Não eleito;11;NORTE;3138;MEDICILÂNDIA;1504455.0
MG;BUENÓPOLIS;Prefeito;10;VALDICK CALIXTO FERREIRA;REPUBLICANOS;PDT / PRD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / REPUBLICANOS;Não eleito;11;SUDESTE;1490;BUENÓPOLIS;3109204.0
BA;JACOBINA;Prefeito;35;VALDICE CASTRO VIEIRA DA SILVA;PMB;REPUBLICANOS / PP / PDT / PL / PRD / DC / PMB / SOLIDARIEDADE;Eleito;11;NORDESTE;21952;JACOBINA;2917508.0
PB;CACHOEIRA DOS ÍNDIOS;Prefeito;15;VALDEZ VIEIRA DA SILVA;MDB;MDB / MOBILIZA;Não eleito;11;NORDESTE;3089;CACHOEIRA DOS ÍNDIOS;2503308.0
MA;SANTA INÊS;Prefeito;15;VALDEVINO CABRAL FILHO;MDB;MDB / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;2243;SANTA INÊS;2109908.0
BA;CRISTÓPOLIS;Prefeito;10;VALDETE PEREIRA DA SILVA ARAÚJO DE MIRANDA;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;42;CRISTÓPOLIS;2909703.0
BA;CAATIBA;Prefeito;25;VALDETE DOS SANTOS ALMEIDA;PRD;PRD / REPUBLICANOS;Não eleito;11;NORDESTE;154;CAATIBA;2904803.0
PR;PÉROLA;Prefeito;11;VALDETE CARLOS OLIVEIRA GONCALVES DA CUNHA;PP;PP / MDB / PL / PSD;Eleito;11;SUL;3822;PÉROLA;4118907.0
MG;SETUBINHA;Prefeito;33;VALDETE ALECRIM COELHO;MOBILIZA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MOBILIZA / PL / AVANTE / UNIÃO / PSB;Eleito;11;SUDESTE;4139;SETUBINHA;3165552.0
GO;IVOLÂNDIA;Prefeito;44;VALDESSON VIEIRA JÚNIOR;UNIÃO;PP / UNIÃO / MDB / PSD;Eleito;11;CENTRO-OESTE;2360;IVOLÂNDIA;5211602.0
BA;ITAETÉ;Prefeito;13;VALDES BRITO DE SOUZA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;2220;ITAETÉ;
PB;VISTA SERRANA;Prefeito;27;VALDERIY GOMES DE ARAÚJO;DC;DC;Não eleito;11;NORDESTE;24;VISTA SERRANA;2505501.0
BA;ILHÉUS;Prefeito;44;VALDERICO LUIZ DOS REIS JÚNIOR;UNIÃO;UNIÃO / DC / NOVO / PP / PRD;Eleito;11;NORDESTE;41567;ILHÉUS;2913606.0
MS;BATAGUASSU;Prefeito;13;VALDERI MONTANHEI;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;3144;BATAGUASSU;5001904.0
MS;DOURADOS;Prefeito;29;VALDERI GARCIA;PCO;PCO;Não eleito;11;CENTRO-OESTE;117;DOURADOS;5003702.0
SP;VINHEDO;Prefeito;11;VALDENIR RAMOS DA SILVA;PP;PP / DC / AGIR;Não eleito;11;SUDESTE;9298;VINHEDO;3556701.0
MA;OLINDA NOVA DO MARANHÃO;Prefeito;33;VALDENIR PENHA DINIZ;MOBILIZA;MOBILIZA / UNIÃO / REPUBLICANOS / PODE / PSD;Eleito;11;NORDESTE;4711;OLINDA NOVA DO MARANHÃO;2107456.0
SC;XAVANTINA;Prefeito;13;VALDENIR JOSE MARCHIORO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;1622;XAVANTINA;4219606.0
MT;JUARA;Prefeito;25;VALDINEI HOLANDA MORAES;PRD;REPUBLICANOS / MDB / PL / PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;12632;JUARA;5105101.0
BA;CRISTÓPOLIS;Prefeito;55;VALDENIR DE JESUS DOS SANTOS;PSD;PSD / AVANTE / UNIÃO / MDB;Não eleito;11;NORDESTE;4990;CRISTÓPOLIS;2909703.0
RN;ALMINO AFONSO;Prefeito;10;VALDENILSON SEVERINO DA SILVA;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;49;ALMINO AFONSO;2400604.0
BA;LAJEDINHO;Prefeito;13;VALDENILSON JESUS SILVA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;77;LAJEDINHO;2919009.0
RN;TIBAU DO SUL;Prefeito;22;VALDENICIO JOSÉ DA COSTA;PL;PL / UNIÃO;Eleito;11;NORDESTE;7395;TIBAU DO SUL;2414209.0
PA;OURÉM;Prefeito;44;VALDEMIRO FERNANDES COELHO JUNIOR;UNIÃO;PSB / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT;Eleito;11;NORTE;7263;OURÉM;1505403.0
PE;ITAPISSUMA;Prefeito;55;VALDEMIR LOURENÇO DOS SANTOS JÚNIOR;PSD;PODE / AGIR / PSD / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;10945;ITAPISSUMA;2607752.0
PR;LARANJEIRAS DO SUL;Prefeito;55;VALDEMIR DOMINGOS SCARPARI;PSD;PSD / PP / PRD / PODE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;7264;LARANJEIRAS DO SUL;4113304.0
BA;TANHAÇU;Prefeito;55;VALDEMIR BRITO AGUIAR GONDIM;PSD;UNIÃO / PSD;Eleito;11;NORDESTE;5474;TANHAÇU;2931004.0
PR;ANDIRÁ;Prefeito;11;VALDEMIR APARECIDO DOS SANTOS;PP;PP / PODE / MDB;Não eleito;11;SUL;2661;ANDIRÁ;
SP;COLINA;Prefeito;10;VALDEMIR ANTONIO MORALLES;REPUBLICANOS;REPUBLICANOS / PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / SOLIDARIEDADE;Eleito;11;SUDESTE;3658;COLINA;3512001.0
SP;REGENTE FEIJÓ;Prefeito;22;VALDEMIR ALVES DA SILVA;PL;PODE / PRD / PL;Não eleito;11;SUDESTE;2828;REGENTE FEIJÓ;
RS;JAGUARI;Prefeito;22;VALDEMAR VALENTE;PL;PL;Não eleito;11;SUL;2173;JAGUARI;4311106.0
MA;LAGO DOS RODRIGUES;Prefeito;15;VALDEMAR SOUSA ARAUJO;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;2954;LAGO DOS RODRIGUES;2105948.0
MG;ROMARIA;Prefeito;33;VALDEMAR RESENDE FILHO;MOBILIZA;PL / MOBILIZA / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1272;ROMARIA;3156403.0
BA;VALENÇA;Prefeito;77;VALDEMAR MELO DA MOTA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;11;NORDESTE;11599;VALENÇA;2932903.0
SC;FLOR DO SERTÃO;Prefeito;22;VALDEMAR GRANDO;PL;PL / MDB;Eleito;11;SUL;839;FLOR DO SERTÃO;4205357.0
MT;JACIARA;Prefeito;40;ANDREIA WAGNER;PSB;REPUBLICANOS / MDB / PODE / PL / PSB / UNIÃO;Eleito;11;CENTRO-OESTE;11651;JACIARA;5104807.0
RS;ITATIBA DO SUL;Prefeito;13;VALDEMAR CIBULSKI;PT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;2115;ITATIBA DO SUL;4310702.0
RN;PATU;Prefeito;11;VALDEMAR BRUNO LIMA DANTAS;PP;PP / PODE / UNIÃO;Não eleito;11;NORDESTE;4288;PATU;2409308.0
TO;ANANÁS;Prefeito;10;VALDEMAR BATISTA NEPOMOCENO;REPUBLICANOS;REPUBLICANOS / PL / MDB;Não eleito;11;NORTE;2802;ANANÁS;1701002.0
GO;NOVA VENEZA;Prefeito;44;VALDEMAR BATISTA COSTA;UNIÃO;PL / PSB / UNIÃO;Eleito;11;CENTRO-OESTE;4934;NOVA VENEZA;5215009.0
SC;JUPIÁ;Prefeito;15;VALDELIRIO LOCATELLI DA CRUZ;MDB;PP / PODE / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;1078;JUPIÁ;
AC;MARECHAL THAUMATURGO;Prefeito;11;VALDELIO JOSE DO NASCIMENTO FURTADO;PP;REPUBLICANOS / PP / UNIÃO / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORTE;5802;MARECHAL THAUMATURGO;1200351.0
BA;SÃO MIGUEL DAS MATAS;Prefeito;45;VALDELINO DE JESUS SANTOS;PSDB;PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;4107;SÃO MIGUEL DAS MATAS;2929404.0
PR;SÃO JOSÉ DA BOA VISTA;Prefeito;15;VALDELEI CARDOSO DE LIMA;MDB;MDB / PL;Não eleito;11;SUL;762;SÃO JOSÉ DA BOA VISTA;4125407.0
MG;ARICANDUVA;Prefeito;10;VALDEIR SANTOS COIMBRA;REPUBLICANOS;REPUBLICANOS / MOBILIZA / PSD;Eleito;11;SUDESTE;3369;ARICANDUVA;3104452.0
CE;UMARI;Prefeito;13;VALDEIR PINHEIRO DE MOURA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;1288;UMARI;2313708.0
RO;URUPÁ;Prefeito;43;VALDEIR ELOY DA SILVA;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT;Não eleito;11;NORTE;1094;URUPÁ;
SP;PRESIDENTE ALVES;Prefeito;11;VALDEIR DOS REIS;PP;PP;Não eleito;11;SUDESTE;1037;PRESIDENTE ALVES;3541109.0
GO;PIRENÓPOLIS;Prefeito;22;VALDEIR ALVES DA SILVA;PL;PL;Não eleito;11;CENTRO-OESTE;1620;PIRENÓPOLIS;5217302.0
TO;RIO SONO;Prefeito;10;VALDÉIA MARTINS RODRIGUES;REPUBLICANOS;REPUBLICANOS / AGIR / UNIÃO;Eleito;11;NORTE;2441;RIO SONO;1718758.0
MS;CASSILÂNDIA;Prefeito;45;VALDECY PEREIRA DA COSTA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL / REPUBLICANOS / MDB / UNIÃO;Não eleito;11;CENTRO-OESTE;4906;CASSILÂNDIA;5002902.0
MG;ÁGUAS VERMELHAS;Prefeito;15;VALDECY JOSE DE SOUZA;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1538;ÁGUAS VERMELHAS;3101003.0
SP;PALMARES PAULISTA;Prefeito;30;VALDECY JOAQUIM PEREIRA;NOVO;NOVO;Não eleito;11;SUDESTE;1002;PALMARES PAULISTA;3535101.0
ES;SÃO GABRIEL DA PALHA;Prefeito;40;VALDECIR PINTO CEZAR;PSB;PSD / PDT / MDB / PP / PSB / SOLIDARIEDADE / UNIÃO;Não eleito;11;SUDESTE;8970;SÃO GABRIEL DA PALHA;3204708.0
RS;MARIANO MORO;Prefeito;12;VALDECIR MARIANO PINTO;PDT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / REPUBLICANOS / UNIÃO;Eleito;11;SUL;1069;MARIANO MORO;4312005.0
MT;COLNIZA;Prefeito;44;MILTON DE SOUZA AMORIM;UNIÃO;UNIÃO / PP / MDB / PSD;Eleito;11;CENTRO-OESTE;10442;COLNIZA;5103254.0
RS;VIADUTOS;Prefeito;40;VALDECIR JOSE ZONIN;PSB;PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1419;VIADUTOS;4322905.0
PR;FIGUEIRA;Prefeito;11;VALDECIR GARCIA;PP;PP / MDB / UNIÃO / PL;Eleito;11;SUL;2384;FIGUEIRA;4107751.0
RJ;SÃO JOÃO DE MERITI;Prefeito;22;VALDECIR DIAS DA SILVA;PL;PP / PL / PRD / AGIR / PSB / UNIÃO / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;81102;SÃO JOÃO DE MERITI;3305109.0
SC;ROMELÂNDIA;Prefeito;22;VALDECIR DE OLIVEIRA;PL;PL / MDB;Não eleito;11;SUL;1276;ROMELÂNDIA;4215208.0
PR;PINHÃO;Prefeito;11;VALDECIR BIASEBETTI;PP;REPUBLICANOS / PP / PODE / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Eleito;11;SUL;9562;PINHÃO;4119301.0
PB;TEIXEIRA;Prefeito;70;VALDECIR AMORIM RODRIGUES JUNIOR;AVANTE;REPUBLICANOS / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;3207;TEIXEIRA;2516706.0
SP;MARTINÓPOLIS;Prefeito;10;VALDECI SOARES DOS SANTOS FILHO;REPUBLICANOS;REPUBLICANOS / PODE;Não eleito;11;SUDESTE;0;MARTINÓPOLIS;3529203.0
RS;NOVO MACHADO;Prefeito;15;VALDECI NATALINO DALLENOGARE;MDB;MDB / PP / PDT;Eleito;11;SUL;1551;NOVO MACHADO;4313425.0
SP;RIBEIRÃO DOS ÍNDIOS;Prefeito;55;VALDECI JOSE FERNANDES;PSD;REPUBLICANOS / UNIÃO / PSD;Eleito;11;SUDESTE;967;RIBEIRÃO DOS ÍNDIOS;3543238.0
MT;SANTO ANTÔNIO DO LEVERGER;Prefeito;40;FRANCIELI MAGALHÃES DE ARRUDA VIEIRA PIRES;PSB;PODE / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSB;Eleito;11;CENTRO-OESTE;9758;SANTO ANTÔNIO DO LEVERGER;
MG;NOVA BELÉM;Prefeito;55;VALDECI DORNELAS;PSD;PSD / PSB;Eleito;11;SUDESTE;1945;NOVA BELÉM;3144672.0
MG;MAMONAS;Prefeito;70;VALDECI CUSTÓDIO JORGE;AVANTE;PSB / AVANTE;Eleito;11;SUDESTE;3537;MAMONAS;3139250.0
