sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
AL;INHAPI;Prefeito;11;LUIZ CELSO MALTA BRANDAO FILHO;PP;MDB / PP;Eleito;NORDESTE;4740
AL;INHAPI;Prefeito;13;WELLINGTON PETRÔNIO MENEZES FREIRE;PT;PT;Não eleito;NORDESTE;3738
AL;INHAPI;Prefeito;43;JOÃO ROSALVO DA SILVA;PV;PV;Não eleito;NORDESTE;25
AL;INHAPI;Prefeito;55;CRISTINA CARVALHO COSTA;PSD;PSD;Não eleito;NORDESTE;972
AL;JACARÉ DOS HOMENS;Prefeito;10;JOSE ANTONIO FIGUEIREDO SOUTO;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;1838
AL;JACARÉ DOS HOMENS;Prefeito;15;JOSE FLORIANO BENTO DE MELO;MDB;PP / MDB;Eleito;NORDESTE;2194
AL;JACUÍPE;Prefeito;15;AMARO FERREIRA DA SILVA JÚNIOR;MDB;MDB / PTB;Eleito;NORDESTE;3237
AL;JACUÍPE;Prefeito;28;MANOEL DOMINGOS DO NASCIMENTOS LOURENÇO;PRTB;PRTB;Não eleito;NORDESTE;35
AL;JACUÍPE;Prefeito;55;ADALBERON EMILIANO DA SILVA;PSD;PSD / PMN;Não eleito;NORDESTE;1299
AL;JAPARATINGA;Prefeito;11;KLEVER RÊGO LOUREIRO JÚNIOR;PP;PP / MDB;Não eleito;NORDESTE;2453
AL;JAPARATINGA;Prefeito;14;JOSÉ SEVERINO DA SILVA;PTB;PSDB / PTB;Eleito;NORDESTE;3044
AL;JAPARATINGA;Prefeito;51;ADEMARIO DE OLIVEIRA;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;43
AL;JARAMATAIA;Prefeito;15;RICARDO MARTINS BARBOSA;MDB;PROS / PSD / MDB;Eleito;NORDESTE;2158
AL;JARAMATAIA;Prefeito;40;JEFFERSON TORRES BARRETO;PSB;PSB;Não eleito;NORDESTE;1739
AL;JEQUIÁ DA PRAIA;Prefeito;10;JEANNYNE BELTRÃO LIMA SIQUEIRA;REPUBLICANOS;REPUBLICANOS / PSD;Não eleito;NORDESTE;2604
AL;JEQUIÁ DA PRAIA;Prefeito;11;CARLOS FELIPE CASTRO JATOBA LINS;PP;PDT / PP;Eleito;NORDESTE;3608
AL;JEQUIÁ DA PRAIA;Prefeito;40;LUIS GUSTAVO VASCONCELOS PACHECO;PSB;PSB;Não eleito;NORDESTE;125
AL;JEQUIÁ DA PRAIA;Prefeito;45;CLOVIS SOARES GOMES;PSDB;PSDB;Não eleito;NORDESTE;178
AL;JOAQUIM GOMES;Prefeito;14;ADRIANO FERREIRA BARROS;PTB;PTB / CIDADANIA;Eleito;NORDESTE;6636
AL;JOAQUIM GOMES;Prefeito;20;KERNNE PETRINY SOARES DE MELO;PSC;PSC;Não eleito;NORDESTE;80
AL;JUNDIÁ;Prefeito;11;MARIA LUIZA SAMPAIO COSTA CARNEIRO;PP;PDT / PP;Não eleito;NORDESTE;903
AL;JUNDIÁ;Prefeito;55;JORGE SILVIO LUENGO GALVÃO;PSD;MDB / PMN / CIDADANIA / PSD;Eleito;NORDESTE;2549
AL;JUNQUEIRO;Prefeito;14;CÍCERO LEANDRO PEREIRA DA SILVA;PTB;PSDB / PTB / PSD;Eleito;NORDESTE;8011
AL;JUNQUEIRO;Prefeito;15;CARLOS AUGUSTO LIMA DE ALMEIDA;MDB;REPUBLICANOS / PDT / PP / PSL / PSB / MDB / DEM;Não eleito;NORDESTE;6644
AL;LAGOA DA CANOA;Prefeito;11;TAINÁ CORRÊA DE SÁ LÚCIO DA SILVA;PP;PV / SOLIDARIEDADE / PP;Eleito;NORDESTE;6850
AL;LAGOA DA CANOA;Prefeito;14;JOSÉ AUDÁLIO TENÓRIO FILHO;PTB;PTB;Não eleito;NORDESTE;87
AL;LAGOA DA CANOA;Prefeito;18;JOSE JUNIOR NASCIMENTO SILVA;REDE;REDE;Não eleito;NORDESTE;42
AL;LAGOA DA CANOA;Prefeito;28;JAIR LIRA SOARES;PRTB;DEM / MDB / PRTB;Não eleito;NORDESTE;5112
AL;LIMOEIRO DE ANADIA;Prefeito;11;JAMES MARLAN FERREIRA BARBOSA;PP;PP / PROS;Eleito;NORDESTE;7354
AL;LIMOEIRO DE ANADIA;Prefeito;14;SIDNEY VIEIRA DE SOUZA;PTB;PTB / MDB;Não eleito;NORDESTE;3463
AL;LIMOEIRO DE ANADIA;Prefeito;40;MARCELO RODRIGUES BARBOSA;PSB;PSB / PSDB;Não eleito;NORDESTE;2987
AL;MACEIÓ;Prefeito;11;DAVID CABRAL DAVINO FILHO;PP;PP / REPUBLICANOS / SOLIDARIEDADE / PSL / DEM / CIDADANIA;Não eleito;NORDESTE;97409
AL;MACEIÓ;Prefeito;13;RICARDO SÉRGIO BARBOSA DE OLIVEIRA;PT;PT;Não eleito;NORDESTE;8905
AL;MACEIÓ;Prefeito;15;ALFREDO GASPAR DE MENDONÇA NETO;MDB;PL / AVANTE / MDB / PRTB / PSC / PTC / PV / PSD / PODE;2º turno;NORDESTE;110234
AL;MACEIÓ;Prefeito;27;JOSÉ CÍCERO SOARES DE ALMEIDA;DC;DC / PTB;Não eleito;NORDESTE;9905
AL;MACEIÓ;Prefeito;33;CORINTHO ONELIO CAMPELO DA PAZ;PMN;PMN;Não eleito;NORDESTE;507
AL;MACEIÓ;Prefeito;40;JOÃO HENRIQUE HOLANDA CALDAS;PSB;PSB / PDT / PSDB;2º turno;NORDESTE;109053
AL;MACEIÓ;Prefeito;50;MARIA VALERIA COSTA CORREIA;PSOL;PSOL / PCB;Não eleito;NORDESTE;13568
AL;MACEIÓ;Prefeito;51;JOSAN LEITE PEREIRA BARROS;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;23925
AL;MACEIÓ;Prefeito;65;CICERO PEREIRA DOS SANTOS FILHO;PC do B;PC do B;Não eleito;NORDESTE;3427
AL;MACEIÓ;Prefeito;80;LENILDA LUNA DE ALMEIDA;UP;UP;Não eleito;NORDESTE;4875
AL;MAJOR ISIDORO;Prefeito;11;THEOBALDO CAVALCANTI LINS NETTO;PP;PP / PSC;Eleito;NORDESTE;5873
AL;MAJOR ISIDORO;Prefeito;15;ALEXSANDER MARIANO SILVA DE JESUS;MDB;MDB;Não eleito;NORDESTE;5339
AL;MAR VERMELHO;Prefeito;11;EMANUEL DA SILVA BARROS;PP;PP;Não eleito;NORDESTE;1376
AL;MAR VERMELHO;Prefeito;15;ANDRE BRANDAO DE ALMEIDA;MDB;MDB;Eleito;NORDESTE;1576
AL;MARAGOGI;Prefeito;11;FERNANDO SERGIO LIRA NETO;PP;PP / PSL / PSDB;Eleito;NORDESTE;9553
AL;MARAGOGI;Prefeito;15;MARCOS JOSE DIAS VIANA;MDB;MDB / PT;Não eleito;NORDESTE;5047
AL;MARAGOGI;Prefeito;18;ADRIANO CALAÇA DE LIMA;REDE;REDE / CIDADANIA;Não eleito;NORDESTE;1594
AL;MARAVILHA;Prefeito;10;JÚLIO CARLOS ALÔNIO DÔRES;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;354
AL;MARAVILHA;Prefeito;11;JAMIS LUIT SANTANA DOS SANTOS;PP;PP / PROS;Não eleito;NORDESTE;2584
AL;MARAVILHA;Prefeito;14;MARIA DA CONCEIÇÃO RIBEIRO DE ALBUQUERQUE;PTB;PTB / MDB;Eleito;NORDESTE;2763
AL;MARECHAL DEODORO;Prefeito;14;JOSÉ GILVAN RIBEIRO DE ALMEIDA FILHO;PTB;REPUBLICANOS / PTB / DC / PDT / PV / CIDADANIA;Não eleito;NORDESTE;14681
AL;MARECHAL DEODORO;Prefeito;15;CLAUDIO ROBERTO AYRES DA COSTA;MDB;PROS / MDB / PMN / PT / PSDB / PP / PL;Eleito;NORDESTE;14702
AL;MARIBONDO;Prefeito;14;CLAUDIVAN FLORENTINO DE ALMEIDA;PTB;PTB / PSC / PP / AVANTE;Não eleito;NORDESTE;3508
AL;MARIBONDO;Prefeito;55;LEOPOLDINA MARIA DE OLIVEIRA AMORIM;PSD;PSD / PSDB;Eleito;NORDESTE;4150
AL;MATA GRANDE;Prefeito;12;JOSÉ JÚLIO GOMES BRANDÃO;PDT;MDB / PDT / PP;Não eleito;NORDESTE;5406
AL;MATA GRANDE;Prefeito;14;ERIVALDO DE MELO LIMA;PTB;PTB;Eleito;NORDESTE;7434
AL;MATRIZ DE CAMARAGIBE;Prefeito;15;FERNANDO HENRIQUE LIMA CAVALCANTE;MDB;REPUBLICANOS / PRTB / MDB / PP;Eleito;NORDESTE;7342
AL;MATRIZ DE CAMARAGIBE;Prefeito;20;OCTAVIO HENRIQUE DA SILVA NASCIMENTO BOLEVARD;PSC;PT / PSC / PSD;Não eleito;NORDESTE;5423
AL;MATRIZ DE CAMARAGIBE;Prefeito;33;WASHINGTON LUIS MOURA GALVÃO;PMN;CIDADANIA / PROS / PMN / PATRIOTA;Não eleito;NORDESTE;701
AL;MESSIAS;Prefeito;14;MARCOS JOSE HERCULANO DA SILVA;PTB;PTB;Eleito;NORDESTE;4593
AL;MESSIAS;Prefeito;15;ADELMO ZEFERINO DE SOUZA JUNIOR;MDB;PL / MDB;Não eleito;NORDESTE;4479
AL;MESSIAS;Prefeito;45;THOMAS HENRIQUE PEIXOTO LEITE;PSDB;PSDB;Não eleito;NORDESTE;730
AL;MINADOR DO NEGRÃO;Prefeito;11;JOSIAS SOARES DA SILVA;PP;PP / PT;Eleito;NORDESTE;2051
AL;MINADOR DO NEGRÃO;Prefeito;12;JOSÉ EMÍLIO TENÓRIO BARROS;PDT;PDT / PTB;Não eleito;NORDESTE;1732
AL;MONTEIRÓPOLIS;Prefeito;11;RUZIMAR SANTOS DE MOURA;PP;SOLIDARIEDADE / PP;Não eleito;NORDESTE;1950
AL;MONTEIRÓPOLIS;Prefeito;14;ARTUR HENRIQUE GALDINO DA SILVA;PTB;PTB;Não eleito;NORDESTE;374
AL;MONTEIRÓPOLIS;Prefeito;22;MAILSON DE MENDONÇA LIMA;PL;PL / DEM;Eleito;NORDESTE;2020
AL;MONTEIRÓPOLIS;Prefeito;55;TIAGO LUCAS NEVES PRUDENTE;PSD;PSD;Não eleito;NORDESTE;40
AL;MURICI;Prefeito;15;OLAVO CALHEIROS NOVAIS NETO;MDB;MDB;Eleito;NORDESTE;6791
AL;MURICI;Prefeito;45;CAUBI DAMARA DE OMENA FREITAS FILHO;PSDB;DEM / PSDB;Não eleito;NORDESTE;6248
AL;NOVO LINO;Prefeito;15;JOSE EDUARDO DOS SANTOS SALES;MDB;MDB;Não eleito;NORDESTE;3393
AL;NOVO LINO;Prefeito;22;MARCELA SILVA GOMES DE BARROS;PL;PL / PSD;Eleito;NORDESTE;3802
AL;OLHO D'ÁGUA DAS FLORES;Prefeito;11;JOSÉ LUIZ VASCONCELLOS DOS ANJOS;PP;PP / PTB;Eleito;NORDESTE;6911
AL;OLHO D'ÁGUA DAS FLORES;Prefeito;13;MOISES MESSIAS LIMA;PT;PT;Não eleito;NORDESTE;65
AL;OLHO D'ÁGUA DO CASADO;Prefeito;13;JOSÉ DOS SANTOS;PT;REPUBLICANOS / PP / PT;Eleito;NORDESTE;2940
AL;OLHO D'ÁGUA DO CASADO;Prefeito;55;ELIO MARQUES DE ALENCAR;PSD;PSD / CIDADANIA;Não eleito;NORDESTE;2563
AL;OLHO D'ÁGUA GRANDE;Prefeito;11;MARIA SUZANICE HIGINO BAHÉ;PP;PP;Eleito;NORDESTE;1686
AL;OLHO D'ÁGUA GRANDE;Prefeito;55;JOSEANO DE ALMEIDA ARAÚJO;PSD;PSD;Não eleito;NORDESTE;411
AL;OLHO D'ÁGUA GRANDE;Prefeito;90;JOÃO PEDRO CEDRIM CAVALCANTE AFONSO;PROS;PROS;Não eleito;NORDESTE;1106
AL;OLIVENÇA;Prefeito;15;JORGINALDO VIEIRA DE MENESES;MDB;REPUBLICANOS / MDB / PTB;Não eleito;NORDESTE;3320
AL;OLIVENÇA;Prefeito;22;JOSIMAR DIONISIO;PL;PL / PSD;Eleito;NORDESTE;3892
AL;OURO BRANCO;Prefeito;15;ATEVALDO CABRAL SILVA;MDB;MDB / PSD;Não eleito;NORDESTE;3195
AL;OURO BRANCO;Prefeito;28;JOSE ALISANDRO SOARES DE AMORIM;PRTB;PRTB;Não eleito;NORDESTE;97
AL;OURO BRANCO;Prefeito;40;TACIA DENYSE DE SIQUEIRA NOBRE;PSB;PSDB / PDT / PSB;Eleito;NORDESTE;3469
AL;OURO BRANCO;Prefeito;51;JOSE BENILDO DA SILVA;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;14
AL;PALESTINA;Prefeito;10;JOSÉ DJALMA GONÇALVES DA SILVA;REPUBLICANOS;REPUBLICANOS / PROS;Eleito;NORDESTE;2152
AL;PALESTINA;Prefeito;11;IZABELLE MONTEIRO ALCÂNTARA PEREIRA;PP;PP / MDB;Não eleito;NORDESTE;1802
AL;PALMEIRA DOS ÍNDIOS;Prefeito;14;MOSABELLE RODRIGUES BRASILEIRO MONTEIRO;PTB;PL / PODE / PTB / MDB / REPUBLICANOS / PROS;Não eleito;NORDESTE;13010
AL;PALMEIRA DOS ÍNDIOS;Prefeito;40;JULIO CEZAR DA SILVA;PSB;SOLIDARIEDADE / PSD / PRTB / PSDB / CIDADANIA / PV / DEM / PSL / PT / PDT / PSB;Eleito;NORDESTE;21469
AL;PALMEIRA DOS ÍNDIOS;Prefeito;51;SÔNIA THEREZA BELTRÃO DA SILVA BRANDÃO;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;1243
AL;PARICONHA;Prefeito;11;ANTONIO TELMO NOIA;PP;PP / PTB / PSD;Eleito;NORDESTE;4095
AL;PARICONHA;Prefeito;15;ALVONI FEITOSA DA SILVA;MDB;MDB / PT;Não eleito;NORDESTE;2476
AL;PARICONHA;Prefeito;65;MARIA DAS GRAÇAS SOARES DE ARAUJO;PC do B;PC do B;Não eleito;NORDESTE;119
AL;PARIPUEIRA;Prefeito;14;EDVANIO DE LIMA SANTOS;PTB;PTB / PROS / PT;Não eleito;NORDESTE;3798
AL;PARIPUEIRA;Prefeito;25;CARLOS ABRAHÃO GOMES DE MOURA;DEM;MDB / DEM / PL;Eleito;NORDESTE;4364
AL;PASSO DE CAMARAGIBE;Prefeito;11;LUCIANO LEOCÁDIO TEIXEIRA NOGUEIRA FILHO;PP;PP;Não eleito;NORDESTE;2075
AL;PASSO DE CAMARAGIBE;Prefeito;14;ELLISSON SANTOS DA SILVA;PTB;PTB / DEM;Eleito;NORDESTE;3262
AL;PASSO DE CAMARAGIBE;Prefeito;20;RICARDO LEOCADIO TEIXEIRA  NOGUEIRA;PSC;PSD / MDB / PSC;Não eleito;NORDESTE;2669
AL;PASSO DE CAMARAGIBE;Prefeito;45;MARCOS BOMFIM ALVES;PSDB;PSDB / PL;Não eleito;NORDESTE;1145
AL;PAULO JACINTO;Prefeito;15;MARCOS ANTONIO DE ALMEIDA;MDB;MDB / PL;Não eleito;NORDESTE;2102
AL;PAULO JACINTO;Prefeito;25;FRANCISCO MANOEL FERREIRA FONTAN;DEM;DEM / PROS;Eleito;NORDESTE;2632
AL;PENEDO;Prefeito;10;FRANCISCO SOUSA GUERRA;REPUBLICANOS;SOLIDARIEDADE / PSL / PSD / REPUBLICANOS;Não eleito;NORDESTE;2322
AL;PENEDO;Prefeito;11;IVANA FORTES PEIXOTO TOLEDO;PP;PODE / PP / DEM / PSB;Não eleito;NORDESTE;10397
AL;PENEDO;Prefeito;15;RONALDO PEREIRA LOPES;MDB;PC do B / PDT / PV / MDB / PT / PROS;Eleito;NORDESTE;14060
AL;PENEDO;Prefeito;23;IVANILDO FLORÊNCIO DE MORAES JUNIOR;CIDADANIA;CIDADANIA;Não eleito;NORDESTE;36
AL;PENEDO;Prefeito;45;ANTONIO NELSON OLIVEIRA DE AZEVEDO FILHO;PSDB;PSDB / AVANTE;Não eleito;NORDESTE;2117
AL;PIAÇABUÇU;Prefeito;10;DJALMA GUTTEMBERG SIQUEIRA BRÊDA;REPUBLICANOS;MDB / DEM / CIDADANIA / REPUBLICANOS;Eleito;NORDESTE;3694
AL;PIAÇABUÇU;Prefeito;12;KAYRO CRISTÓVÃO CASTRO DOS SANTOS;PDT;PDT / PROS;Não eleito;NORDESTE;3506
AL;PIAÇABUÇU;Prefeito;40;DALMO MOREIRA SANTANA JÚNIOR;PSB;PP / PSB / PSDB;Não eleito;NORDESTE;3078
AL;PILAR;Prefeito;15;RARISSON ARIEL DE AMORIM MORAES;MDB;MDB / PL;Não eleito;NORDESTE;3665
AL;PILAR;Prefeito;20;RENATO REZENDE ROCHA FILHO;PSC;PSC / PSDB / PDT / AVANTE;Eleito;NORDESTE;15592
AL;PILAR;Prefeito;36;CICERO  MESSIAS LIMA;PTC;PTC;Não eleito;NORDESTE;161
AL;PINDOBA;Prefeito;14;JOSE CICERO CARDOSO COSTA;PTB;PTB;Eleito;NORDESTE;1074
AL;PINDOBA;Prefeito;40;MOISES DE CERQUEIRA;PSB;PSB / MDB;Não eleito;NORDESTE;1071
AL;PIRANHAS;Prefeito;11;MARISTELA SENA DIAS;PP;PP / PMN / SOLIDARIEDADE;Não eleito;NORDESTE;6087
AL;PIRANHAS;Prefeito;15;TIAGO TORRES FREITAS;MDB;MDB / PSC / PDT / PT / PSB / CIDADANIA;Eleito;NORDESTE;7455
AL;PORTO CALVO;Prefeito;14;JEFFERSON RODRIGUES DA SILVA;PTB;PTB;Não eleito;NORDESTE;249
AL;PORTO CALVO;Prefeito;15;DAVID KLEVISSON DA FONSECA SILVA PEDROSA;MDB;MDB / PL;Não eleito;NORDESTE;5199
AL;PORTO CALVO;Prefeito;33;ANTONIO CARLOS DA SILVA;PMN;PMN / CIDADANIA / PSDB / PT;Não eleito;NORDESTE;1114
AL;PORTO CALVO;Prefeito;55;ERONITA SPOSITO LEÃO E LIMA;PSD;PSD;Eleito;NORDESTE;9011
AL;PORTO DE PEDRAS;Prefeito;10;ARIANA CAVALCANTI DOS SANTOS;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;1012
AL;PORTO DE PEDRAS;Prefeito;15;CARLOS HENRIQUE VILELA DE VASCONCELOS;MDB;MDB / DEM;Eleito;NORDESTE;4401
AL;PORTO REAL DO COLÉGIO;Prefeito;10;DANIELA CAVALCANTE DA SILVA;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;4318
AL;PORTO REAL DO COLÉGIO;Prefeito;15;ALDO ENIO BORGES;MDB;MDB / PP;Eleito;NORDESTE;7825
AL;POÇO DAS TRINCHEIRAS;Prefeito;15;MARIA APARECIDA FERREIRA RODRIGUES SILVA;MDB;PP / PROS / MDB;Não eleito;NORDESTE;3328
AL;POÇO DAS TRINCHEIRAS;Prefeito;45;JOSE VALMIRO GOMES DA COSTA;PSDB;PSDB;Eleito;NORDESTE;4360
AL;PÃO DE AÇÚCAR;Prefeito;15;CRISTIANO MATHEUS DA SILVA E SOUSA;MDB;MDB / PP / PT;Não eleito;NORDESTE;5595
AL;PÃO DE AÇÚCAR;Prefeito;23;CLIUTON SANTOS;CIDADANIA;CIDADANIA;Não eleito;NORDESTE;51
AL;PÃO DE AÇÚCAR;Prefeito;45;JORGE SILVA DANTAS;PSDB;PSDB / PSD / PC do B / PL / PDT / PSL / DEM / PSB;Eleito;NORDESTE;8039
AL;PÃO DE AÇÚCAR;Prefeito;50;ANA CRISTINA GONZAGA PEREIRA;PSOL;PSOL;Não eleito;NORDESTE;42
AL;QUEBRANGULO;Prefeito;15;MARCELO RICARDO VASCONCELOS LIMA;MDB;MDB / PP / DEM / PSDB;Eleito;NORDESTE;5065
AL;QUEBRANGULO;Prefeito;19;MARIA CLEIDE ALVES FEITOSA;PODE;PODE;Não eleito;NORDESTE;1337
AL;RIO LARGO;Prefeito;10;SÂMEA RAFAELLA TORRES TENORIO MASCARENHAS;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;3757
AL;RIO LARGO;Prefeito;11;GILBERTO GONÇALVES DA SILVA;PP;PP / PODE;Eleito;NORDESTE;25355
AL;RIO LARGO;Prefeito;40;PEDRO VICTOR DE ARAUJO JUNIOR;PSB;PL / PDT / PSB / MDB;Não eleito;NORDESTE;13945
AL;ROTEIRO;Prefeito;11;ALYSSON REIS SARDINHA;PP;PP / SOLIDARIEDADE / PSL;Eleito;NORDESTE;2603
AL;ROTEIRO;Prefeito;14;THIAGO HENRIQUE TEIXEIRA CURSINO;PTB;PTB / MDB;Não eleito;NORDESTE;1513
AL;ROTEIRO;Prefeito;18;MARIA CICERA DOS SANTOS FILHA ALVES;REDE;REDE;Não eleito;NORDESTE;75
AL;ROTEIRO;Prefeito;20;GABRIEL CÉSAR JATOBÁ;PSC;CIDADANIA / PSC;Não eleito;NORDESTE;130
AL;SANTA LUZIA DO NORTE;Prefeito;10;JULLIANA MATEUS RODRIGUES RAMALHO;REPUBLICANOS;REPUBLICANOS / PSC;Não eleito;NORDESTE;1451
AL;SANTA LUZIA DO NORTE;Prefeito;11;MARCIO AUGUSTO ARAUJO LIMA;PP;PSD / MDB / PP;Eleito;NORDESTE;3153
AL;SANTANA DO IPANEMA;Prefeito;10;JOSÉ MARIO DA SILVA;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;678
AL;SANTANA DO IPANEMA;Prefeito;15;CHRISTIANE BULHÕES BARROS MELO SILVA;MDB;PROS / PT / MDB / PL;Eleito;NORDESTE;13408
AL;SANTANA DO IPANEMA;Prefeito;23;JOSE EDSON MAGALHAES FELIX;CIDADANIA;CIDADANIA / PSD;Não eleito;NORDESTE;6364
AL;SANTANA DO IPANEMA;Prefeito;25;AFONSO BENJAMIM GAIA NEPOMUCENO;DEM;DEM;Não eleito;NORDESTE;391
AL;SANTANA DO IPANEMA;Prefeito;40;EUDES VIEIRA DA PAIXAO;PSB;PSB;Não eleito;NORDESTE;972
AL;SANTANA DO IPANEMA;Prefeito;45;JOSÉ MARCIANO AUGUSTO DOS SANTOS;PSDB;PSDB;Não eleito;NORDESTE;970
AL;SANTANA DO MUNDAÚ;Prefeito;15;ARTHUR DA PURIFICAÇÃO FREITAS LOPES;MDB;MDB / PSB;Eleito;NORDESTE;3420
AL;SANTANA DO MUNDAÚ;Prefeito;55;JOSÉ ALBERTO ALBUQUERQUE DE ALMEIDA;PSD;PTB / PSD / PMN;Não eleito;NORDESTE;3150
AL;SATUBA;Prefeito;11;DIOGENES JOSÉ NETO DE AMORIM;PP;PP / MDB;Eleito;NORDESTE;5290
AL;SATUBA;Prefeito;55;MARIÁ PEDROSA DE MORAIS BARROS;PSD;PSD / PDT;Não eleito;NORDESTE;3528
AL;SENADOR RUI PALMEIRA;Prefeito;15;JEANE OLIVEIRA MOURA SILVA CHAGAS;MDB;MDB / PL;Eleito;NORDESTE;4332
AL;SENADOR RUI PALMEIRA;Prefeito;77;RENILSON DE SOUZA BALBINO;SOLIDARIEDADE;PSD / SOLIDARIEDADE;Não eleito;NORDESTE;2064
AL;SÃO BRÁS;Prefeito;15;KLINGER QUIRINO SANTOS;MDB;MDB / PTB;Eleito;NORDESTE;3004
AL;SÃO BRÁS;Prefeito;20;ANTÔNIO COSTA BORGES NETO;PSC;PSC;Não eleito;NORDESTE;2362
AL;SÃO BRÁS;Prefeito;90;LUCIENE SOARES VIEIRA;PROS;PROS;Não eleito;NORDESTE;71
AL;SÃO JOSÉ DA LAJE;Prefeito;11;ANGELA VANESSA ROCHA PEREIRA BEZERRA;PP;MDB / PSD / PP / PSL / PSC / PSB;Eleito;NORDESTE;8466
AL;SÃO JOSÉ DA LAJE;Prefeito;14;NOEMI MARIA FONSECA LYRA;PTB;PTB / PODE;Não eleito;NORDESTE;1752
AL;SÃO JOSÉ DA LAJE;Prefeito;25;EDSON PINHEIRO DOS SANTOS;DEM;DEM;Não eleito;NORDESTE;1914
AL;SÃO JOSÉ DA TAPERA;Prefeito;12;JOSÉ MÁRCIO DE OLIVEIRA;PDT;PDT;Não eleito;NORDESTE;1087
AL;SÃO JOSÉ DA TAPERA;Prefeito;15;JARBAS PEREIRA RICARDO;MDB;MDB / DEM / PL;Eleito;NORDESTE;8884
AL;SÃO JOSÉ DA TAPERA;Prefeito;45;COSME DAMIÃO SANTOS SILVA;PSDB;PSDB / PATRIOTA;Não eleito;NORDESTE;1541
AL;SÃO JOSÉ DA TAPERA;Prefeito;55;EDILSON RAMOS DE LIMA;PSD;PSD;Não eleito;NORDESTE;2829
AL;SÃO LUÍS DO QUITUNDE;Prefeito;15;FERNANDA MARIA SILVA CAVALCANTI DE OLIVEIRA;MDB;CIDADANIA / MDB / REPUBLICANOS;Eleito;NORDESTE;10546
AL;SÃO LUÍS DO QUITUNDE;Prefeito;45;ANTONIO DA SILVA PEDRO JUNIOR;PSDB;PDT / PP / PSDB;Não eleito;NORDESTE;6631
AL;SÃO MIGUEL DOS CAMPOS;Prefeito;11;FERNANDO SOARES PEREIRA;PP;PV / PP / PSD / PSB / PMN / PROS / PODE;Não eleito;NORDESTE;8743
AL;SÃO MIGUEL DOS CAMPOS;Prefeito;15;GEORGE CLEMENTE VIEIRA;MDB;REPUBLICANOS / PT / MDB / PL / PSC;Eleito;NORDESTE;11723
AL;SÃO MIGUEL DOS CAMPOS;Prefeito;25;PEDRO RICARDO ALVES JATOBÁ;DEM;PSL / CIDADANIA / DEM / PDT / SOLIDARIEDADE;Não eleito;NORDESTE;9628
AL;SÃO MIGUEL DOS CAMPOS;Prefeito;51;JOSE FLAVIO DOS SANTOS;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;391
AL;SÃO MIGUEL DOS MILAGRES;Prefeito;14;JADSON LESSA DOS  SANTOS;PTB;PTB / PL;Eleito;NORDESTE;3219
AL;SÃO MIGUEL DOS MILAGRES;Prefeito;15;RUBENS FELISBERTO DE ATAIDE JUNIOR;MDB;PSD / MDB;Não eleito;NORDESTE;2525
AL;SÃO MIGUEL DOS MILAGRES;Prefeito;65;NIVALDO ATAÍDE LESSA;PC do B;PC do B;Não eleito;NORDESTE;14
AL;SÃO MIGUEL DOS MILAGRES;Prefeito;90;THÉO LOURENÇO PONTES;PROS;PROS;Não eleito;NORDESTE;206
AL;SÃO SEBASTIÃO;Prefeito;10;ADEILTON QUERINO DE SOUZA;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;3248
AL;SÃO SEBASTIÃO;Prefeito;11;JOSE PACHECO FILHO;PP;SOLIDARIEDADE / PSL / PP;Eleito;NORDESTE;9304
AL;SÃO SEBASTIÃO;Prefeito;15;LUIZ ANTONIO DA SILVA;MDB;PMN / MDB / PSD;Não eleito;NORDESTE;6167
AL;SÃO SEBASTIÃO;Prefeito;18;ANTONIO CARLOS DOS SANTOS;REDE;REDE;Não eleito;NORDESTE;143
AL;TANQUE D'ARCA;Prefeito;12;FLÁVIO BERNARDINO DO NASCIMENTO;PDT;PDT;Não eleito;NORDESTE;350
AL;TANQUE D'ARCA;Prefeito;15;MARIA CRISTINA DE MELO NOGUEIRA;MDB;MDB / REPUBLICANOS;Não eleito;NORDESTE;847
AL;TANQUE D'ARCA;Prefeito;33;ANTÔNIO TEIXEIRA DE ALMEIDA;PMN;PMN;Não eleito;NORDESTE;1232
AL;TANQUE D'ARCA;Prefeito;51;HELVIO PIMENTEL PEIXOTO;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;89
AL;TANQUE D'ARCA;Prefeito;55;WILMÁRIO VALENÇA SILVA JUNIOR;PSD;PP / PSD;Eleito;NORDESTE;1648
AL;TAQUARANA;Prefeito;11;DAVI TEÓFILO DE CASTRO AMORIM;PP;MDB / PP;Não eleito;NORDESTE;4813
