sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos
GO;JAUPACI;Prefeito;15;RUBENS CESARIO DE SOUZA;MDB;MDB / PSB;Não eleito;11;CENTRO-OESTE;1077
SP;TAQUARIVAÍ;Prefeito;55;RUBENS CARLOS SOUTO DE BARROS;PSD;PP / PL / PSD;Eleito;11;SUDESTE;1845
SC;CAMPO ALEGRE;Prefeito;55;RUBENS BLASZKOWSKI;PSD;PP / PSD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;4779
CE;URUOCA;Prefeito;11;RUBENS BÉSSIO PESSOA ALMEIDA;PP;PP;Não eleito;11;NORDESTE;1397
GO;ITUMBIARA;Prefeito;70;RUBENS AUGUSTO NADER;AVANTE;PRD / DC / PSB / AVANTE / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;21554
RS;TENENTE PORTELA;Prefeito;11;RUBENS ANTONIO MARRONI FURINI;PP;PP / PDT / MDB / PSB;Não eleito;11;SUL;2909
BA;EUCLIDES DA CUNHA;Prefeito;45;RUBENILSON SILVA CAMPOS;PSDB;REPUBLICANOS / PODE / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;13502
PE;PANELAS;Prefeito;40;RUBEN DE LIMA BARBOSA;PSB;PSB / REPUBLICANOS;Eleito;11;NORDESTE;13068
RS;SÃO FRANCISCO DE ASSIS;Prefeito;12;RUBEMAR PAULINHO SALBEGO;PDT;PDT / MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;6428
RJ;ITAGUAÍ;Prefeito;20;RUBEM VIEIRA DE SOUZA;PODE;PODE / REPUBLICANOS / PDT / PP / PSD;Não eleito;11;SUDESTE;0
SP;BANANAL;Prefeito;40;RUBEM CESAR AMARAL DE MORAIS;PSB;PSB;Não eleito;11;SUDESTE;387
MA;URBANO SANTOS;Prefeito;23;RUBEM CALDAS DE FREITAS;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MOBILIZA;Não eleito;11;NORDESTE;1057
CE;MORAÚJO;Prefeito;55;RUAN VICTOR ARAÚJO DE OLIVEIRA LIMA;PSD;PSD;Eleito;11;NORDESTE;4028
AL;DOIS RIACHOS;Prefeito;15;ROZINEIDE BARBOSA DE ARAÚJO CAMILO;MDB;MDB / REPUBLICANOS / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;4470
PB;PASSAGEM;Prefeito;18;ROZÂNGELA FERREIRA SILVA;REDE;REPUBLICANOS / Federação PSOL REDE (PSOL / REDE);Eleito;11;NORDESTE;1751
PR;ANTONINA;Prefeito;55;ROZANE MARISTELA BENEDETTI OSAKI;PSD;PP / MDB / PL / UNIÃO / PSD / AVANTE / SOLIDARIEDADE;Eleito;11;SUL;5999
SC;CAMPO ERÊ;Prefeito;13;ROZANE BORTONCELLO MOREIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO / PDT / PODE / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;3633
MG;POÇOS DE CALDAS;Prefeito;28;ROVILSON DE LIMA;PRTB;PRTB;Não eleito;11;SUDESTE;230
SC;SÃO JOÃO DO ITAPERIÚ;Prefeito;55;ROVÂNI DELMONEGO;PSD;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Eleito;11;SUL;1860
PR;HONÓRIO SERPA;Prefeito;22;ROTILIO ANTUNES DE CHAVES;PL;PL / UNIÃO;Não eleito;11;SUL;664
PE;PESQUEIRA;Prefeito;20;ROSSINE BLESMANY DOS SANTOS CORDEIRO;PODE;MDB / PODE / PL / UNIÃO / PSD / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;18731
RJ;TRÊS RIOS;Prefeito;28;ROSSIMAR CAIAFFA;PRTB;PRTB;Não eleito;11;SUDESTE;2477
RN;IELMO MARINHO;Prefeito;45;ROSSANE MARQUES LIMA PATRIOTA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Não eleito;11;NORDESTE;4544
MT;ALTO ARAGUAIA;Prefeito;44;JACSON MARLON NIEDERMEIER;UNIÃO;REPUBLICANOS / MDB / UNIÃO / Federação PSOL REDE (PSOL / REDE) / PSB;Eleito;11;CENTRO-OESTE;6515
AL;DOIS RIACHOS;Prefeito;40;ROSIVAN RODRIGUES DA SILVA JUNIOR;PSB;PDT / PSB;Não eleito;11;NORDESTE;3100
PA;IGARAPÉ-MIRI;Prefeito;11;ROSIVALDO SILVA COSTA;PP;PP / PSD;Não eleito;11;NORTE;8749
PR;ALTO PARANÁ;Prefeito;22;ROSIVALDO DA SILVA;PL;PL / REPUBLICANOS / PODE / PRD;Não eleito;11;SUL;1225
TO;AXIXÁ DO TOCANTINS;Prefeito;10;ROSIRENE PEREIRA DE SOUSA ABREU;REPUBLICANOS;REPUBLICANOS / PP / MDB;Não eleito;11;NORTE;3231
RN;AREZ;Prefeito;10;ROSINETE DANTAS DE MENEZES MATOS;REPUBLICANOS;REPUBLICANOS / MDB / PODE;Não eleito;11;NORDESTE;3213
MT;PEIXOTO DE AZEVEDO;Prefeito;44;NILMAR NUNES DE MIRANDA;UNIÃO;PP / UNIÃO / PDT / PSB / PRD / PODE;Eleito;11;CENTRO-OESTE;6415
PR;COLORADO;Prefeito;55;ROSIMEIRE CHIQUIM;PSD;MDB / PL / PRD / UNIÃO / PSD;Eleito;11;SUL;5540
SP;PLANALTO;Prefeito;55;ROSIMEIRE BARBOSA SILVERIO;PSD;REPUBLICANOS / PODE / PSD;Eleito;11;SUDESTE;1818
PR;SÃO TOMÉ;Prefeito;55;ROSIMEIRE AMORIM PAZINI DE SOUZA;PSD;PSD / PSB / UNIÃO;Não eleito;11;SUL;1948
MG;COLUNA;Prefeito;13;ROSIMARA ROSA TRINDADE;PT;PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;653
MG;CAMPESTRE;Prefeito;13;ROSIMAR DO PRADO CARVALHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;521
SC;ASCURRA;Prefeito;22;ROSIMAR AGOSTINI;PL;MDB / PL;Não eleito;11;SUL;2248
BA;MURITIBA;Prefeito;55;ROSILVANDA OLIVEIRA REIS;PSD;PODE / PL / AGIR / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / SOLIDARIEDADE;Eleito;11;NORDESTE;11103
BA;SEABRA;Prefeito;11;ROSILENE SOUZA DOS SANTOS;PP;PP / REPUBLICANOS / UNIÃO / AVANTE;Não eleito;11;NORDESTE;11963
SC;GRÃO-PARÁ;Prefeito;55;ROSILDA PERIN BOGER;PSD;PSD / UNIÃO;Não eleito;11;SUL;1810
RJ;VASSOURAS;Prefeito;11;ROSILANE PIVETI SILVA;PP;PP / PL / PSD;Eleito;11;SUDESTE;10894
MG;POÇO FUNDO;Prefeito;13;ROSIEL DE LIMA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT / PSB / AVANTE;Eleito;11;SUDESTE;5553
MT;CANARANA;Prefeito;44;VILSON BIGUELINI;UNIÃO;REPUBLICANOS / PP / PSB / UNIÃO / PSD / MDB;Eleito;11;CENTRO-OESTE;6320
TO;ITAPORÃ DO TOCANTINS;Prefeito;10;ROSICLE LUIZ CAPONI FERREIRA;REPUBLICANOS;REPUBLICANOS / UNIÃO / AGIR;Eleito;11;NORTE;1350
MG;SERRO;Prefeito;13;ROSIANE ROSA SILVA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1845
MS;CAMPO GRANDE;Prefeito;44;ROSIANE MODESTO DE OLIVEIRA;UNIÃO;PDT / UNIÃO;2º turno;11;CENTRO-OESTE;131525
SP;CHAVANTES;Prefeito;12;ROSIANE MARINHO IRELANDES LIMA;PDT;PDT / PRD;Não eleito;11;SUDESTE;944
SP;PRESIDENTE EPITÁCIO;Prefeito;22;ROSIANE IZIDIO DE OLIVEIRA MAKIYAMA;PL;PODE / PRD / PL / AVANTE / SOLIDARIEDADE;Não eleito;11;SUDESTE;1428
MG;ARAPONGA;Prefeito;18;ROSIANE ALVES GOMES;REDE;Federação PSOL REDE (PSOL / REDE) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;204
RS;ITAARA;Prefeito;45;ROSEVELTE LUIS MELLO SOBROZA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;92
MT;CANARANA;Prefeito;22;CLAUDIA MARCIA GERVAZONI COSTA;PL;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Não eleito;11;CENTRO-OESTE;5990
AM;TEFÉ;Prefeito;27;ROSENILDO QUEIROZ DA SILVA;DC;DC;Não eleito;11;NORTE;1565
BA;IRARÁ;Prefeito;27;ROSENILDO CERQUEIRA EVANGELISTA;DC;DC;Não eleito;11;NORDESTE;21
MG;SÃO JOÃO DA MATA;Prefeito;44;ROSEMIRO DE PAIVA MUNIZ;UNIÃO;UNIÃO / MDB;Eleito;11;SUDESTE;1781
GO;ALTO HORIZONTE;Prefeito;22;ROSEMEIRE PACHECO VICENTE LIMA;PL;PL / NOVO;Não eleito;11;CENTRO-OESTE;269
SP;FLÓRIDA PAULISTA;Prefeito;13;ROSEMEIRE FORATO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;275
MT;SÃO JOSÉ DOS QUATRO MARCOS;Prefeito;44;JAMIS SILVA BOLANDIN;UNIÃO;REPUBLICANOS / UNIÃO / PL;Eleito;11;CENTRO-OESTE;5946
RJ;MIGUEL PEREIRA;Prefeito;15;ROSEMBERG GOMES KIFFER;MDB;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE / MDB / PMB;Não eleito;11;SUDESTE;0
SP;PIACATU;Prefeito;13;ROSEMARY DE FRANÇA RODRIGHERO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;150
BA;AMÉRICA DOURADA;Prefeito;13;ROSEMÁRIO BISPO DE SOUZA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;288
RN;JARDIM DO SERIDÓ;Prefeito;15;ROSEMÁRIA DOS SANTOS AZEVEDO;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;3725
SC;SÃO BENTO DO SUL;Prefeito;11;ROSEMARI IVANE STRACK CANDIDO;PP;PP / PODE;Não eleito;11;SUL;4010
RS;IBIRAPUITÃ;Prefeito;11;ROSEMAR HENTGES;PP;PP / PL / PDT;Eleito;11;SUL;2056
GO;CÓRREGO DO OURO;Prefeito;45;ROSEMAR DE PAULA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT;Não eleito;11;CENTRO-OESTE;1343
RS;TENENTE PORTELA;Prefeito;45;ROSEMAR ANTONIO SALA;PSDB;REPUBLICANOS / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;4569
SP;CEDRAL;Prefeito;15;ROSELY CRISTIANE GOMES GARCIA PEDRÃO;MDB;MDB / PP;Não eleito;11;SUDESTE;2070
PI;SÃO GONÇALO DO GURGUÉIA;Prefeito;13;ROSELÍDIA LUSTOSA DE SOUSA MARQUES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PP;Eleito;11;NORDESTE;1774
PE;SURUBIM;Prefeito;40;ROSELIA MARIA DOS ANJOS E SILVA;PSB;PSB / REPUBLICANOS / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;17642
BA;CHORROCHÓ;Prefeito;15;ROSELI NERY DE SANTANA BARBOSA;MDB;MDB / PODE;Não eleito;11;NORDESTE;578
MG;SANTA LUZIA;Prefeito;40;ROSELI FERREIRA PIMENTEL;PSB;PSB;Não eleito;11;SUDESTE;873
PR;DIAMANTE DO NORTE;Prefeito;15;ROSELI FÁTIMA  DUARTE RUIPERES;MDB;MDB / PODE / PL;Não eleito;11;SUL;1168
MA;FERNANDO FALCÃO;Prefeito;40;ROSELI CAVALCANTE DE SANTANA;PSB;PSB / PP;Não eleito;11;NORDESTE;3284
PR;CAFELÂNDIA;Prefeito;55;ROSELI APARECIDA DECKEN;PSD;PSD;Não eleito;11;SUL;421
SP;BOTUCATU;Prefeito;12;ROSELI ANTUNES DA SILVA IELO;PDT;PDT;Não eleito;11;SUDESTE;12316
SC;ANGELINA;Prefeito;13;ROSELI ANDERLE;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1289
PR;FRANCISCO BELTRÃO;Prefeito;43;ROSELENE DA CRUZ BASEGGIO;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;5752
PR;PARANAGUÁ;Prefeito;22;ROSELAINE BARROSO FERREIRA;PL;PL;Não eleito;11;SUL;0
MA;ALCÂNTARA;Prefeito;45;ROSEILSON BRAGA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;308
MS;MUNDO NOVO;Prefeito;45;ROSARIA DE FATIMA IVANTES LUCCA ANDRADE;PSDB;MDB / PODE / DC / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Eleito;11;CENTRO-OESTE;6138
PR;CRUZEIRO DO OESTE;Prefeito;13;ROSARIA BARBOZA LOPES DO NASCIMENTO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB / PP / PSB / Federação PSOL REDE (PSOL / REDE) / PODE / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;4258
RN;SERRINHA DOS PINTOS;Prefeito;44;ROSANIA MARIA TEIXEIRA FERREIRA;UNIÃO;UNIÃO;Eleito;11;NORDESTE;2821
BA;SÃO FRANCISCO DO CONDE;Prefeito;65;ROSANGELA VALENTIM DE JESUS;PC do B;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;10145
SP;EMBU DAS ARTES;Prefeito;13;ROSANGELA SILVA DOS SANTOS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / PODE / PDT / PSB;Não eleito;11;SUDESTE;52353
SP;ÁGUAS DE SANTA BÁRBARA;Prefeito;55;ROSANGELA MARIA GOMES DA SILVA DIAS;PSD;PSD / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1443
MG;INCONFIDENTES;Prefeito;12;ROSANGELA MARIA DANTAS;PDT;PP / UNIÃO / PDT;Não eleito;11;SUDESTE;2468
SP;JAMBEIRO;Prefeito;22;ROSANGELA MARIA ALMEIDA MACHADO;PL;PODE / PL / DC / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;744
RS;BARRA DO QUARAÍ;Prefeito;44;ROSANGELA MACHADO GUSMÃO;UNIÃO;UNIÃO;Não eleito;11;SUL;705
MS;BODOQUENA;Prefeito;11;ROSANGELA LOPES FERREIRA SIQUEIRA;PP;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PODE / PL;Não eleito;11;CENTRO-OESTE;1364
MA;PRESIDENTE VARGAS;Prefeito;23;ROSANGELA LIRA SILVA DOS SANTOS;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;138
RS;CAMPINAS DO SUL;Prefeito;11;ROSANGELA LAZZARE MONTEPO;PP;PP / MDB / PDT;Não eleito;11;SUL;1717
PR;NOSSA SENHORA DAS GRAÇAS;Prefeito;22;ROSANGELA FATIMA DE SOUZA OLIVEIRA;PL;PL;Não eleito;11;SUL;278
PE;FLORESTA;Prefeito;11;ROSANGELA DE MOURA MANIÇOBA NOVAES FERRAZ;PP;Federação PSOL REDE (PSOL / REDE) / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Eleito;11;NORDESTE;10235
RS;ESTÂNCIA VELHA;Prefeito;13;ROSANE TERESINHA DA SILVA NASCIMENTO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1622
SC;BLUMENAU;Prefeito;50;ROSANE MAGALY MARTINS;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUL;1490
SC;CAPÃO ALTO;Prefeito;11;ROSANE DE FREITAS MADRUGA MOREIRA;PP;PP;Não eleito;11;SUL;723
SC;ZORTÉA;Prefeito;11;ROSANE ANTUNES PIRES INFELD;PP;PP / PL;Eleito;11;SUL;1400
SC;PORTO BELO;Prefeito;40;ROSANA VARGAS PEREIRA SCHLICHTA;PSB;PSB;Não eleito;11;SUL;1571
SP;RANCHARIA;Prefeito;50;ROSANA SILVA DE MORAES;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;51
GO;BRAZABRANTES;Prefeito;55;ROSANA RODRIGUES DE SIQUEIRA MENDONÇA;PSD;REPUBLICANOS / PL / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;1298
AC;SENADOR GUIOMARD;Prefeito;11;ROSANA PEREIRA DA SILVA;PP;REPUBLICANOS / PP / PDT / PL / UNIÃO;Eleito;11;NORTE;9592
PR;BOM SUCESSO;Prefeito;10;ROSANA FERREIRA LOPES;REPUBLICANOS;PL / REPUBLICANOS;Eleito;11;SUL;2323
PR;GUAMIRANGA;Prefeito;40;ROSANA DO NASCIMENTO FIUZA;PSB;PP / PSB;Não eleito;11;SUL;1796
SP;SANTOS;Prefeito;22;ROSANA DE OLIVEIRA VALLE;PL;MDB / PL / MOBILIZA / PRD;2º turno;11;SUDESTE;99999
SP;SÃO VICENTE;Prefeito;13;ROSANA APARECIDA CARUSO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;8230
SC;VARGEM BONITA;Prefeito;15;ROSAMARCIA HETKOWSKI ROMAN;MDB;MDB / UNIÃO;Não eleito;11;SUL;1432
SP;PIRAJUÍ;Prefeito;22;ROSALINA SONIA DOS SANTOS;PL;PODE / PL / PRD;Eleito;11;SUDESTE;4649
PB;SÃO JOSÉ DO BONFIM;Prefeito;10;ROSALBA GOMES DA NOBREGA MOTA;REPUBLICANOS;REPUBLICANOS;Eleito;11;NORDESTE;2907
SP;IRAPURU;Prefeito;45;ROSA PEDROZA CARVALHO DE OLIVEIRA CICERO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;984
PR;PINHAIS;Prefeito;55;ROSA MARIA DE JESUS COLOMBO;PSD;REPUBLICANOS / PDT / NOVO / PSB / PSD / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;44316
RR;ALTO ALEGRE;Prefeito;22;ROSA LEOMIR BENEDETTI GONÇALVES;PL;PL;Não eleito;11;NORTE;204
BA;SÃO MIGUEL DAS MATAS;Prefeito;40;ROQUE JOSÉ DE SOUZA;PSB;PSB;Não eleito;11;NORDESTE;287
BA;MUCUGÊ;Prefeito;55;ROQUE HERBET NOVAES SILVA;PSD;MDB / PSD;Não eleito;11;NORDESTE;1979
RS;FAZENDA VILANOVA;Prefeito;13;ROQUE CARLOS DE VARGAS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;116
SP;IPUÃ;Prefeito;10;RONYWERTON MARCELO ALVES PEREIRA;REPUBLICANOS;REPUBLICANOS / SOLIDARIEDADE / MDB / PL / PRD / UNIÃO / PSD;Eleito;11;SUDESTE;7155
MG;IBITIÚRA DE MINAS;Prefeito;11;RONY WILSON LEONARDO;PP;PP / MDB / SOLIDARIEDADE;Eleito;11;SUDESTE;1906
MG;SÃO GERALDO;Prefeito;12;RONUALDO FREITAS DA SILVA;PDT;PDT;Não eleito;11;SUDESTE;264
PB;SÃO JOÃO DO RIO DO PEIXE;Prefeito;11;RONNEY MARECO ALVES DE SÁ;PP;PP;Não eleito;11;NORDESTE;2076
GO;QUIRINÓPOLIS;Prefeito;55;RONNE CEZAR MARTINS;PSD;PSD / PL;Não eleito;11;CENTRO-OESTE;2303
MG;SANTO HIPÓLITO;Prefeito;18;RONNAN STEFANNE ARAÚJO RIBEIRO;REDE;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;472
TO;PORTO NACIONAL;Prefeito;44;RONIVON MACIEL GAMA;UNIÃO;UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PRD / MDB;Eleito;11;NORTE;23988
TO;COLINAS DO TOCANTINS;Prefeito;40;RONIVON FARIAS REIS;PSB;PSB;Não eleito;11;NORTE;577
RS;AMARAL FERRADOR;Prefeito;11;RONIVAN FONTOURA BRAGA;PP;PP / MDB / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;2130
SP;AGUDOS;Prefeito;36;RONIVALDO LUIZ COSTA;AGIR;AGIR;Não eleito;11;SUDESTE;240
BA;OURIÇANGAS;Prefeito;13;RONIVALDO CERQUEIRA DE ARAÚJO;PT;PRTB / PSB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;3120
PR;PRANCHITA;Prefeito;11;RONIMAR ELEANDRO SARTOR;PP;REPUBLICANOS / PP / MDB / UNIÃO;Eleito;11;SUL;2050
CE;CROATÁ;Prefeito;13;RONILSON FRANCISCO DE OLIVEIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Eleito;11;NORDESTE;9599
MG;MANTENA;Prefeito;55;RONILDO SILVA SOBRINHO;PSD;PSD / DC;Não eleito;11;SUDESTE;5191
BA;NOVO TRIUNFO;Prefeito;20;RONILDO DE OLIVEIRA MATOS;PODE;PODE;Não eleito;11;NORDESTE;1911
GO;TRINDADE;Prefeito;45;RONIGLES FERREIRA DOS SANTOS;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRTB;Não eleito;11;CENTRO-OESTE;6028
MT;ITIQUIRA;Prefeito;44;FABIANO DALLA VALLE;UNIÃO;MDB / PODE / PL / PRD / PRTB / PSB / UNIÃO;Eleito;11;CENTRO-OESTE;5909
MA;PEDRO DO ROSÁRIO;Prefeito;22;RONIELTON RIBEIRO BORGES;PL;PL / UNIÃO / PDT;Não eleito;11;NORDESTE;4952
PI;NAZARÉ DO PIAUÍ;Prefeito;55;RONIELTON COSTA DE OLIVEIRA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;3214
MG;POTÉ;Prefeito;10;RONIE ONOFRE SAMPAIO IGLESIAS;REPUBLICANOS;REPUBLICANOS / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3876
PB;CUBATI;Prefeito;45;RONIE MACKARTNEY FERNANDES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Não eleito;11;NORDESTE;768
SP;TAMBAÚ;Prefeito;55;RONI DONIZETI ASTORFO;PSD;PSD / PP / PSB / MOBILIZA / AVANTE / PDT / PRD;Não eleito;11;SUDESTE;5924
BA;LICÍNIO DE ALMEIDA;Prefeito;65;RONEY FRANCISCO COTRIM;PC do B;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD / PODE;Eleito;11;NORDESTE;4368
MG;COROACI;Prefeito;10;RONEY ALVES DE BRITO;REPUBLICANOS;REPUBLICANOS / PSB / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;3568
MG;NOVA RESENDE;Prefeito;13;RONEI VITOR DE BRITO;PT;MDB / PSB / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Não eleito;11;SUDESTE;1229
SC;LAJEADO GRANDE;Prefeito;22;RONEI ANTONIO DAL MAGRO;PL;PL / PP;Não eleito;11;SUL;529
MG;MONTE FORMOSO;Prefeito;20;RONE VON DE JESUS SILVA;PODE;PODE / AVANTE;Não eleito;11;SUDESTE;1477
MG;BOM JESUS DA PENHA;Prefeito;44;RONE ANDRÉ DE LIMA;UNIÃO;MDB / UNIÃO;Eleito;11;SUDESTE;1616
CE;SALITRE;Prefeito;13;RONDILSON DE ALENCAR RIBEIRO;PT;REPUBLICANOS / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;6358
ES;SANTA MARIA DE JETIBÁ;Prefeito;22;RONAN ZOCOLOTO SOUZA DUTRA;PL;PL / PRTB;Eleito;11;SUDESTE;9074
MG;SENHORA DO PORTO;Prefeito;70;RONAN JOSE PORTILHO;AVANTE;AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1294
MG;LADAINHA;Prefeito;70;RONAN JARDIM CESAR;AVANTE;AVANTE / PRD / AGIR;Eleito;11;SUDESTE;4480
MG;SANTO ANTÔNIO DO ITAMBÉ;Prefeito;12;RONAM WESLEY SALES;PDT;PDT / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1349
MA;SÃO JOSÉ DOS BASÍLIOS;Prefeito;15;RONALDO VIEIRA DE SOUSA JUNIOR;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;3526
PR;SÃO JORGE DO PATROCÍNIO;Prefeito;55;RONALDO TINTI;PSD;PSD / PP / PSB;Eleito;11;SUL;2415
MG;MONTE BELO;Prefeito;55;RONALDO TEIXEIRA;PSD;PDT / PSD;Não eleito;11;SUDESTE;0
MG;SÃO JOÃO DA LAGOA;Prefeito;22;RONALDO SOARES MOTA DIAS;PL;PODE / PL / UNIÃO;Eleito;11;SUDESTE;2223
PB;GADO BRAVO;Prefeito;77;RONALDO SILVIO MARINHO;SOLIDARIEDADE;SOLIDARIEDADE / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;166
BA;MASCOTE;Prefeito;55;RONALDO SANTOS SILVA;PSD;DC / PSD;Não eleito;11;NORDESTE;55
BA;IBICUÍ;Prefeito;15;RONALDO SANTANA DE MORAIS;MDB;PDT / UNIÃO / PODE / MDB;Não eleito;11;NORDESTE;4834
RS;CACHOEIRA DO SUL;Prefeito;22;RONALDO RUDOLFO MILBRADT TROJAHN;PL;PL;Não eleito;11;SUL;5100
